Id,LoaiNha,PhanVung,DienTichLot,CauHinhLot,LoaiToaNha,TinhTrangTongThe,NamXayDung,NamSuaChua,VatLieuNgoai,BsmtFinSF2,TongSoBsmtSF,GiaBan
302,CanHo,CT,146,ChuL,1Tang,7,1991,1991,Gach,0,0,1878067642
303,ChungCu,DN,107,ChuL,3Tang,6,2020,2021,Toi,0,0,1349836244
304,NhaPho,CT,157,ChuL,CanHo,5,2006,2006,Toi,0,0,2254991471
305,NhaPho,HP,155,ChuNhat,2Tang,10,2021,2021,ToiGach,0,0,2200298780
306,ChungCu,HN,164,ChuL,1Tang,7,1990,2015,BeTong,0,0,2290522728
307,NhaLienKe,DN,115,Vuong,2Tang,6,1996,2009,BeTong,0,0,1607654805
308,NhaLienKe,HP,141,ChuNhat,2Tang,6,2015,2015,Gach,0,0,2022885969
309,NhaLienKe,HCM,177,Vuong,1Tang,5,1994,1996,Toi,0,0,2326639689
310,NhaLienKe,HP,172,TamGiac,2Tang,5,2014,2014,Toi,0,0,2064361372
311,NhaPho,HN,159,ChuNhat,2Tang,6,1996,2019,BeTong,0,0,2318875875
312,NhaLienKe,HCM,74,ChuL,2Tang,9,1996,1996,Gach,0,0,1024386292
313,CanHo,CT,77,TamGiac,3Tang,6,2005,2018,Gach,0,0,991813207
314,NhaLienKe,CT,83,ChuL,2Tang,7,2011,2014,Gach,0,0,1021018773
315,NhaLienKe,HCM,98,Vuong,1Tang,8,2012,2012,Toi,0,0,1201301836
316,CanHo,CT,135,TamGiac,3Tang,8,1995,1995,BeTong,0,0,1908463005
317,NhaLienKe,HCM,177,Vuong,1Tang,6,2002,2002,Toi,0,0,2389319460
318,ChungCu,HCM,177,ChuL,2Tang,6,2001,2001,ToiGach,0,0,2160067998
319,NhaPho,CT,71,ChuL,2Tang,7,2019,2021,Toi,0,0,1014505013
320,CanHo,HP,173,TamGiac,3Tang,7,2004,2004,Toi,0,0,2324726079
321,CanHo,DN,110,ChuNhat,2Tang,6,2014,2019,BeTong,0,0,1568936160
322,NhaLienKe,HN,89,ChuL,3Tang,8,2000,2018,ToiGach,0,0,1162607890
323,CanHo,HP,80,Vuong,3Tang,10,1997,1997,Gach,0,0,1168459280
324,ChungCu,CT,107,TamGiac,3Tang,8,2009,2022,Toi,0,0,1516062349
325,NhaLienKe,CT,68,TamGiac,CanHo,5,2014,2019,Gach,0,0,904328124
326,ChungCu,DN,128,ChuL,1Tang,5,2016,2021,ToiGach,0,0,1759558400
327,CanHo,CT,65,TamGiac,3Tang,10,1992,1995,BeTong,0,0,898059565
328,CanHo,HP,196,Vuong,2Tang,6,1996,1996,BeTong,0,0,2855043408
329,NhaLienKe,HP,171,ChuNhat,3Tang,10,2016,2016,Toi,0,0,2440632384
330,NhaPho,DN,120,ChuL,1Tang,6,2015,2023,ToiGach,0,0,1521052440
331,NhaLienKe,HCM,131,ChuL,3Tang,7,2017,2017,Gach,0,0,1917170590
332,NhaLienKe,HCM,180,Vuong,CanHo,9,1995,2008,Toi,0,0,2391984720
333,ChungCu,CT,98,TamGiac,1Tang,5,1991,1991,Gach,0,0,1262006760
334,NhaLienKe,DN,196,TamGiac,2Tang,10,2002,2002,Gach,0,0,2429390600
335,NhaPho,HP,177,ChuL,1Tang,7,2012,2021,Toi,0,0,2271567732
336,ChungCu,CT,88,Vuong,1Tang,9,2000,2001,BeTong,0,0,1280248816
337,NhaPho,HP,129,TamGiac,1Tang,6,1990,1990,Gach,0,0,1788584097
338,CanHo,CT,94,ChuNhat,CanHo,7,2020,2020,ToiGach,0,0,1183413000
339,CanHo,HP,117,TamGiac,1Tang,6,2011,2013,Toi,0,0,1688580270
340,ChungCu,HP,151,ChuL,2Tang,5,2009,2009,ToiGach,0,0,1829819359
341,CanHo,HN,198,ChuNhat,1Tang,9,1993,1993,Gach,0,0,2567433330
342,NhaPho,CT,138,ChuNhat,CanHo,8,2004,2004,BeTong,0,0,1960278960
343,NhaLienKe,HN,149,TamGiac,1Tang,5,1996,2018,Toi,0,0,1843002605
344,NhaLienKe,HN,87,TamGiac,1Tang,5,1991,1991,BeTong,0,0,1273446666
345,CanHo,DN,196,Vuong,2Tang,10,2005,2005,Toi,0,0,2737688996
346,CanHo,HN,132,ChuNhat,CanHo,5,1998,2006,ToiGach,0,0,1650903540
347,NhaPho,HP,176,TamGiac,2Tang,9,2012,2012,Toi,0,0,2634980480
348,NhaLienKe,CT,61,ChuL,3Tang,10,2022,2022,Toi,0,0,875701848
349,NhaPho,DN,172,ChuNhat,3Tang,8,1998,2012,Toi,0,0,2351476328
350,NhaLienKe,HN,173,ChuL,CanHo,7,2007,2013,ToiGach,0,0,2380582589
351,NhaPho,HCM,55,ChuL,2Tang,5,2011,2011,ToiGach,0,0,723683015
352,NhaLienKe,HN,83,ChuL,1Tang,7,2013,2013,BeTong,0,0,1165923327
353,CanHo,DN,149,Vuong,2Tang,10,1997,1997,BeTong,0,0,1802260939
354,NhaPho,HN,121,TamGiac,1Tang,10,2002,2002,Toi,0,0,1745864351
355,NhaLienKe,HP,192,ChuNhat,CanHo,6,2001,2007,ToiGach,0,0,2736251136
356,CanHo,HP,166,ChuL,3Tang,7,2001,2001,Toi,0,0,2404539880
357,CanHo,DN,180,Vuong,2Tang,10,2014,2021,Gach,0,0,2687207040
358,NhaLienKe,HP,76,ChuL,3Tang,5,2015,2015,ToiGach,0,0,1139083820
359,NhaPho,DN,94,ChuNhat,CanHo,8,2005,2007,Gach,0,0,1163324730
360,CanHo,HP,67,TamGiac,3Tang,8,2010,2022,Toi,0,0,984483461
361,NhaPho,HCM,142,ChuL,3Tang,9,1999,1999,BeTong,0,0,1745471810
362,CanHo,HN,118,TamGiac,2Tang,5,2017,2017,ToiGach,0,0,1586270932
363,ChungCu,HN,103,TamGiac,2Tang,5,2010,2010,ToiGach,0,0,1348487742
364,NhaLienKe,HCM,53,Vuong,2Tang,7,1995,1995,ToiGach,0,0,792668000
365,CanHo,HP,148,Vuong,3Tang,10,1996,2001,ToiGach,0,0,1867925316
366,ChungCu,DN,189,Vuong,1Tang,8,1992,2012,Toi,0,0,2644891893
367,NhaLienKe,HN,54,TamGiac,1Tang,6,2005,2005,Gach,0,0,714227274
368,NhaLienKe,HCM,182,ChuL,3Tang,5,1993,1993,ToiGach,0,0,2245541298
369,ChungCu,HN,181,ChuL,2Tang,8,2011,2011,ToiGach,0,0,2231311347
370,NhaLienKe,CT,178,ChuL,CanHo,9,2019,2023,BeTong,0,0,2337621668
371,NhaPho,HP,92,TamGiac,CanHo,5,2016,2020,BeTong,0,0,1223630176
372,NhaPho,DN,123,ChuL,CanHo,6,2010,2010,Gach,0,0,1609990050
373,CanHo,DN,80,ChuL,1Tang,10,1999,1999,ToiGach,0,0,1047722960
374,ChungCu,CT,130,ChuL,1Tang,8,2009,2014,Gach,0,0,1853657520
375,NhaPho,HN,164,Vuong,3Tang,9,1999,2003,BeTong,0,0,2341546900
376,CanHo,DN,65,ChuL,2Tang,6,2007,2007,BeTong,0,0,938459470
377,NhaLienKe,CT,107,TamGiac,CanHo,5,2019,2020,Gach,0,0,1439504170
378,CanHo,DN,135,ChuNhat,2Tang,6,2010,2010,ToiGach,0,0,1866031830
379,ChungCu,CT,195,ChuNhat,1Tang,5,1999,1999,Gach,0,0,2362492860
380,CanHo,HP,167,ChuNhat,CanHo,6,2000,2007,ToiGach,0,0,2205248026
381,ChungCu,HP,126,ChuNhat,1Tang,9,1998,2000,Gach,0,0,1888764696
382,CanHo,CT,141,TamGiac,CanHo,5,1998,1998,Toi,0,0,1955601192
383,NhaLienKe,CT,167,ChuNhat,2Tang,9,2015,2020,Gach,0,0,2439482560
384,ChungCu,DN,117,Vuong,CanHo,10,1997,1997,Gach,0,0,1510581384
385,ChungCu,CT,170,ChuNhat,2Tang,8,2005,2010,Toi,0,0,2093139450
386,ChungCu,HCM,50,TamGiac,3Tang,9,2020,2022,ToiGach,0,0,650424450
387,NhaLienKe,HCM,122,ChuNhat,2Tang,7,2006,2006,Toi,0,0,1815029624
388,NhaPho,HP,178,ChuL,2Tang,8,1995,1995,Toi,0,0,2417086742
389,NhaPho,DN,150,ChuNhat,3Tang,9,2018,2022,Gach,0,0,2063331600
390,CanHo,DN,163,ChuNhat,CanHo,6,1992,1992,ToiGach,0,0,2076430431
391,NhaLienKe,DN,113,Vuong,2Tang,5,1993,1993,Gach,0,0,1691062515
392,CanHo,DN,75,TamGiac,1Tang,8,2021,2021,Toi,0,0,1077284625
393,NhaLienKe,HP,167,Vuong,1Tang,10,1997,2013,Gach,0,0,2086105049
394,NhaLienKe,HCM,154,Vuong,3Tang,7,2019,2019,ToiGach,0,0,2197428772
395,CanHo,HN,99,ChuL,1Tang,5,1993,1993,Toi,0,0,1247972121
396,ChungCu,HP,147,Vuong,3Tang,9,2015,2015,ToiGach,0,0,1866049605
397,CanHo,DN,188,ChuL,2Tang,5,2001,2005,Gach,0,0,2814001860
398,CanHo,HCM,186,Vuong,1Tang,5,1998,2003,ToiGach,0,0,2504959464
399,ChungCu,HCM,107,TamGiac,1Tang,10,2004,2004,ToiGach,0,0,1427273428
400,NhaLienKe,CT,162,TamGiac,3Tang,9,2007,2007,BeTong,0,0,2397176694
401,CanHo,DN,72,TamGiac,1Tang,9,2000,2000,Gach,0,0,896244696
402,ChungCu,HCM,82,TamGiac,CanHo,8,1998,1998,Toi,0,0,1169365182
403,ChungCu,HCM,187,Vuong,3Tang,9,1994,1994,BeTong,0,0,2561027271
404,CanHo,CT,132,TamGiac,2Tang,9,2007,2007,BeTong,0,0,1914680460
405,NhaLienKe,HP,90,ChuNhat,2Tang,10,2009,2009,BeTong,0,0,1094819940
406,CanHo,DN,54,ChuNhat,CanHo,5,2020,2020,Toi,0,0,701472258
407,CanHo,HN,90,TamGiac,CanHo,10,2011,2011,ToiGach,0,0,1254430260
408,NhaPho,HN,96,Vuong,2Tang,9,2006,2006,ToiGach,0,0,1240923648
409,NhaPho,HN,79,Vuong,3Tang,10,2003,2012,Toi,0,0,1136533974
410,ChungCu,DN,105,TamGiac,2Tang,10,1996,1996,BeTong,0,0,1333137645
411,NhaPho,HP,198,TamGiac,1Tang,6,2007,2007,Toi,0,0,2588439150
412,CanHo,CT,105,TamGiac,1Tang,7,1998,1998,ToiGach,0,0,1342089840
413,CanHo,HP,102,Vuong,1Tang,6,1999,1999,BeTong,0,0,1379699226
414,NhaLienKe,HN,79,TamGiac,2Tang,7,2018,2018,BeTong,0,0,1087518661
415,NhaPho,DN,84,Vuong,3Tang,9,1990,1990,BeTong,0,0,1139233368
416,NhaPho,DN,88,ChuL,2Tang,8,2016,2016,ToiGach,0,0,1244928168
417,CanHo,CT,109,ChuNhat,CanHo,6,2008,2008,Gach,0,0,1462503685
418,NhaPho,HN,196,TamGiac,2Tang,6,2013,2013,Toi,0,0,2505414688
419,ChungCu,HN,97,TamGiac,CanHo,5,2004,2004,Toi,0,0,1168569088
420,CanHo,HCM,112,Vuong,1Tang,6,2008,2008,BeTong,0,0,1660490944
421,CanHo,DN,74,TamGiac,1Tang,6,1990,1990,ToiGach,0,0,913471022
422,CanHo,HN,108,ChuNhat,1Tang,9,2009,2009,Gach,0,0,1544179140
423,NhaPho,HN,186,ChuL,2Tang,5,2015,2021,BeTong,0,0,2559110760
424,ChungCu,DN,90,ChuL,3Tang,5,2006,2022,Toi,0,0,1163834010
425,NhaPho,CT,168,TamGiac,CanHo,8,2008,2008,ToiGach,0,0,2197873776
426,ChungCu,HCM,164,TamGiac,CanHo,8,2019,2022,BeTong,0,0,2436210980
427,CanHo,DN,168,TamGiac,3Tang,9,1992,1994,Toi,0,0,2422004760
428,NhaLienKe,HCM,117,ChuL,3Tang,10,2016,2016,Toi,0,0,1590257448
429,CanHo,DN,110,TamGiac,2Tang,9,2009,2012,ToiGach,0,0,1381220940
430,ChungCu,HP,196,ChuNhat,3Tang,9,2016,2020,Toi,0,0,2559162788
431,NhaPho,HP,154,ChuL,2Tang,6,2006,2006,Gach,0,0,1883030842
432,ChungCu,HP,192,ChuNhat,3Tang,10,2002,2002,BeTong,0,0,2547166848
433,NhaPho,DN,62,ChuL,3Tang,7,2012,2012,BeTong,0,0,762756550
434,CanHo,HN,133,Vuong,CanHo,10,2000,2000,ToiGach,0,0,1956037251
435,CanHo,HN,85,ChuNhat,CanHo,9,2000,2016,Gach,0,0,1075433515
436,ChungCu,HP,116,Vuong,CanHo,9,2006,2006,BeTong,0,0,1425926404
437,NhaPho,HP,176,ChuNhat,1Tang,10,1998,2000,Toi,0,0,2124099648
438,CanHo,CT,117,ChuL,CanHo,6,2001,2001,Toi,0,0,1690530894
439,ChungCu,CT,149,TamGiac,3Tang,5,2006,2021,Toi,0,0,2090068296
440,NhaPho,HN,154,ChuNhat,1Tang,10,1992,2015,Toi,0,0,2025278640
441,ChungCu,HN,178,Vuong,1Tang,6,2000,2005,ToiGach,0,0,2408862786
442,NhaPho,DN,200,ChuNhat,1Tang,8,2015,2018,BeTong,0,0,2886358200
443,ChungCu,HP,103,TamGiac,3Tang,10,2013,2022,Gach,0,0,1536335022
444,NhaPho,DN,165,Vuong,2Tang,6,1995,1995,Toi,0,0,2033526495
445,NhaLienKe,CT,127,TamGiac,1Tang,10,1993,2000,BeTong,0,0,1667459962
446,NhaLienKe,DN,162,ChuNhat,3Tang,5,1996,2014,Gach,0,0,2018745666
447,NhaPho,DN,50,ChuL,2Tang,7,2022,2022,BeTong,0,0,637585550
448,CanHo,HN,59,ChuL,1Tang,7,2011,2013,Gach,0,0,710154326
449,NhaPho,HN,77,Vuong,1Tang,7,1990,1990,BeTong,0,0,1126559280
450,NhaLienKe,HN,180,ChuNhat,3Tang,7,1999,1999,Toi,0,0,2167268940
451,CanHo,HCM,63,Vuong,CanHo,6,2005,2011,ToiGach,0,0,868523166
452,NhaPho,HP,66,ChuNhat,3Tang,6,2004,2004,BeTong,0,0,934666392
453,NhaPho,DN,103,ChuL,1Tang,10,2007,2007,Gach,0,0,1365950156
454,NhaLienKe,CT,79,ChuL,3Tang,7,1997,1997,Gach,0,0,1059679456
455,CanHo,HCM,123,ChuL,1Tang,5,2013,2016,BeTong,0,0,1723072806
456,ChungCu,HP,183,Vuong,CanHo,6,2021,2021,Toi,0,0,2503818078
457,CanHo,DN,191,TamGiac,3Tang,9,2007,2007,Gach,0,0,2703303793
458,CanHo,HN,72,Vuong,CanHo,6,1992,1992,BeTong,0,0,1042563888
459,NhaLienKe,HP,172,ChuNhat,2Tang,9,2019,2019,Gach,0,0,2346885132
460,NhaPho,HCM,63,ChuL,2Tang,8,2000,2012,Gach,0,0,800243262
461,NhaPho,HN,195,ChuL,1Tang,8,2001,2016,Gach,0,0,2377007295
462,ChungCu,DN,69,ChuNhat,CanHo,8,2021,2023,ToiGach,0,0,853631430
463,NhaPho,HN,52,ChuL,3Tang,6,2001,2001,Toi,0,0,635989900
464,ChungCu,CT,105,ChuNhat,3Tang,6,2018,2022,Toi,0,0,1463330505
465,NhaLienKe,DN,141,ChuNhat,1Tang,6,2009,2009,ToiGach,0,0,1858344186
466,NhaPho,DN,143,ChuL,2Tang,9,2022,2023,ToiGach,0,0,1775204431
467,NhaPho,HN,134,Vuong,1Tang,8,1992,1992,Gach,0,0,1932273300
468,NhaLienKe,HN,134,TamGiac,3Tang,5,2012,2012,ToiGach,0,0,1704285432
469,NhaPho,HP,192,ChuNhat,CanHo,9,2018,2018,BeTong,0,0,2446851456
470,CanHo,CT,93,ChuNhat,1Tang,8,2009,2019,ToiGach,0,0,1374079371
471,NhaLienKe,CT,104,TamGiac,CanHo,6,2000,2017,Toi,0,0,1316520400
472,ChungCu,DN,63,ChuNhat,CanHo,9,1995,1995,Gach,0,0,758896047
473,NhaLienKe,HN,62,TamGiac,CanHo,8,2015,2016,Gach,0,0,888443942
474,NhaLienKe,HCM,68,Vuong,1Tang,8,2013,2013,ToiGach,0,0,852441608
475,ChungCu,CT,149,ChuL,1Tang,6,2022,2022,ToiGach,0,0,1950300634
476,NhaPho,HP,173,Vuong,CanHo,10,2008,2021,Gach,0,0,2181631551
477,CanHo,HN,163,ChuNhat,2Tang,9,2014,2023,Toi,0,0,2064597283
478,NhaPho,HCM,53,ChuL,CanHo,5,1994,2015,Gach,0,0,771380126
479,NhaPho,CT,97,TamGiac,1Tang,8,1998,2017,Gach,0,0,1369888223
480,NhaLienKe,HP,138,ChuL,2Tang,6,2021,2021,BeTong,0,0,2002620810
481,NhaPho,DN,83,ChuL,1Tang,9,2006,2006,ToiGach,0,0,1177850510
482,NhaPho,DN,177,ChuNhat,2Tang,8,2000,2000,Toi,0,0,2589684699
483,NhaPho,CT,127,TamGiac,1Tang,9,1994,1994,BeTong,0,0,1526137156
484,NhaPho,HCM,106,Vuong,1Tang,8,2013,2013,ToiGach,0,0,1409968010
485,NhaPho,HN,184,ChuNhat,1Tang,6,1996,1996,BeTong,0,0,2209340992
486,ChungCu,HCM,110,ChuL,2Tang,10,2009,2014,Gach,0,0,1440887470
487,NhaPho,DN,119,ChuNhat,CanHo,10,2022,2022,Toi,0,0,1606312099
488,NhaLienKe,CT,86,TamGiac,2Tang,10,2007,2007,Gach,0,0,1133418682
489,NhaLienKe,DN,172,TamGiac,2Tang,5,1997,2017,ToiGach,0,0,2324609068
490,CanHo,CT,163,ChuNhat,1Tang,8,2011,2013,Gach,0,0,2031461502
491,ChungCu,DN,116,ChuL,1Tang,9,2015,2015,ToiGach,0,0,1722809380
492,ChungCu,HCM,85,ChuL,1Tang,9,1999,1999,Gach,0,0,1259583125
493,NhaPho,DN,55,ChuL,3Tang,7,1992,1992,BeTong,0,0,773734005
494,ChungCu,HCM,132,ChuNhat,CanHo,8,1998,1998,ToiGach,0,0,1590411108
495,NhaPho,HCM,143,ChuL,2Tang,10,1993,1993,Toi,0,0,1968269732
496,CanHo,HCM,63,TamGiac,3Tang,6,2008,2011,Toi,0,0,927994032
497,ChungCu,CT,105,ChuNhat,3Tang,7,2001,2010,Gach,0,0,1404472860
498,ChungCu,HP,178,TamGiac,CanHo,5,2012,2023,ToiGach,0,0,2581011214
499,CanHo,DN,73,ChuNhat,2Tang,6,2017,2019,ToiGach,0,0,917781039
500,ChungCu,HCM,78,ChuNhat,2Tang,9,2019,2019,ToiGach,0,0,1059420570
501,ChungCu,CT,61,Vuong,2Tang,8,2006,2020,ToiGach,0,0,736964729
502,CanHo,HP,174,ChuL,1Tang,5,2004,2020,BeTong,0,0,2239545822
503,NhaPho,DN,63,ChuNhat,CanHo,9,2006,2006,BeTong,0,0,911623356
504,NhaPho,CT,90,ChuNhat,1Tang,7,1990,2010,Toi,0,0,1152722070
505,CanHo,HP,198,ChuL,3Tang,10,2003,2021,Toi,0,0,2682769320
506,ChungCu,HCM,156,ChuNhat,3Tang,10,1995,1995,Toi,0,0,2162589780
507,NhaPho,HN,87,Vuong,3Tang,8,2017,2022,ToiGach,0,0,1173483753
508,CanHo,CT,181,ChuL,1Tang,10,1995,2012,Gach,0,0,2536071726
509,NhaLienKe,HP,179,Vuong,3Tang,6,2018,2020,BeTong,0,0,2417227098
510,NhaLienKe,DN,124,TamGiac,3Tang,10,2011,2011,Toi,0,0,1519475540
511,CanHo,HN,139,Vuong,1Tang,5,2014,2023,ToiGach,0,0,1880162094
512,NhaLienKe,HCM,83,ChuL,2Tang,8,1996,2011,Toi,0,0,1069066809
513,NhaLienKe,HP,61,Vuong,2Tang,7,2015,2016,Toi,0,0,774887941
514,ChungCu,CT,190,Vuong,3Tang,6,2006,2006,BeTong,0,0,2462395250
515,ChungCu,HP,136,ChuL,CanHo,8,1999,2005,Toi,0,0,1730600136
516,NhaLienKe,CT,169,Vuong,1Tang,5,2000,2000,ToiGach,0,0,2392422643
517,NhaLienKe,HCM,129,TamGiac,CanHo,10,2012,2014,Gach,0,0,1689616974
518,NhaLienKe,HP,112,TamGiac,CanHo,6,2013,2019,ToiGach,0,0,1421316176
519,CanHo,DN,70,ChuNhat,2Tang,9,2016,2016,BeTong,0,0,855216670
520,ChungCu,HP,186,Vuong,CanHo,6,2005,2005,Gach,0,0,2515054428
521,ChungCu,HCM,112,ChuNhat,1Tang,6,2018,2022,ToiGach,0,0,1676649296
522,ChungCu,HP,123,Vuong,CanHo,9,1998,2008,BeTong,0,0,1642333638
523,NhaLienKe,HCM,137,ChuNhat,3Tang,5,2007,2007,Toi,0,0,1967038465
524,ChungCu,HCM,129,ChuL,2Tang,8,2001,2023,BeTong,0,0,1708851132
525,NhaLienKe,HCM,168,TamGiac,2Tang,6,2009,2013,BeTong,0,0,2456256264
526,NhaPho,HN,55,Vuong,2Tang,6,2017,2020,ToiGach,0,0,704002530
527,NhaPho,HP,54,ChuL,1Tang,9,2020,2022,Toi,0,0,803298924
528,NhaPho,HCM,139,ChuNhat,2Tang,8,1995,2012,ToiGach,0,0,2030574272
529,NhaLienKe,HN,114,Vuong,2Tang,7,2012,2021,BeTong,0,0,1630613136
530,CanHo,DN,57,ChuNhat,CanHo,8,2022,2023,Toi,0,0,826706454
531,ChungCu,HP,104,ChuL,3Tang,9,1991,2004,Gach,0,0,1472953456
532,ChungCu,DN,172,TamGiac,1Tang,6,1996,1996,BeTong,0,0,2265768728
533,CanHo,CT,92,Vuong,2Tang,5,2001,2001,BeTong,0,0,1108055268
534,CanHo,DN,108,Vuong,CanHo,9,2017,2017,Toi,0,0,1607106744
535,CanHo,HN,122,Vuong,CanHo,5,2021,2021,Gach,0,0,1713574912
536,CanHo,HCM,58,TamGiac,3Tang,7,2006,2006,BeTong,0,0,737574168
537,NhaLienKe,CT,56,ChuNhat,3Tang,8,1990,1990,ToiGach,0,0,778796032
538,CanHo,DN,179,TamGiac,3Tang,5,2014,2014,BeTong,0,0,2282242482
539,CanHo,HP,170,TamGiac,CanHo,9,2016,2016,Toi,0,0,2436414670
540,CanHo,HCM,73,Vuong,2Tang,6,2012,2015,BeTong,0,0,950861865
541,ChungCu,HN,103,ChuNhat,CanHo,7,2014,2021,Gach,0,0,1416104667
542,NhaLienKe,HN,190,Vuong,1Tang,7,2011,2011,ToiGach,0,0,2693516000
543,NhaPho,HN,139,ChuNhat,2Tang,10,1991,1991,Gach,0,0,1955427953
544,NhaPho,CT,78,ChuNhat,2Tang,5,1990,1992,Gach,0,0,1059257160
545,CanHo,HN,154,ChuNhat,CanHo,9,2016,2018,BeTong,0,0,1990849784
546,NhaLienKe,CT,88,Vuong,2Tang,7,2006,2006,BeTong,0,0,1231022848
547,NhaPho,HCM,59,TamGiac,2Tang,6,2002,2016,ToiGach,0,0,805783886
548,NhaPho,HCM,104,Vuong,CanHo,5,2012,2012,BeTong,0,0,1542352552
549,NhaLienKe,DN,93,ChuNhat,CanHo,9,2003,2007,ToiGach,0,0,1230353730
550,ChungCu,CT,160,ChuL,3Tang,9,2005,2005,Gach,0,0,2223892320
551,CanHo,HN,124,TamGiac,CanHo,7,2014,2014,Gach,0,0,1768864588
552,NhaLienKe,HCM,155,TamGiac,2Tang,8,2021,2023,Gach,0,0,1980231950
553,NhaLienKe,HN,76,ChuL,CanHo,9,2019,2022,ToiGach,0,0,1007564908
554,NhaPho,HP,180,ChuL,CanHo,7,2018,2018,Gach,0,0,2493930600
555,NhaPho,CT,57,ChuL,3Tang,6,2007,2019,BeTong,0,0,719596386
556,CanHo,HP,187,ChuNhat,2Tang,8,2013,2016,Gach,0,0,2604805467
557,ChungCu,HN,133,TamGiac,2Tang,9,2004,2004,BeTong,0,0,1621243533
558,CanHo,CT,57,ChuL,3Tang,7,1994,1995,Toi,0,0,760840617
559,CanHo,DN,116,TamGiac,CanHo,8,2015,2015,BeTong,0,0,1568524160
560,CanHo,DN,88,Vuong,3Tang,5,1997,1997,Toi,0,0,1293694864
561,NhaLienKe,HCM,120,ChuNhat,1Tang,9,2011,2014,ToiGach,0,0,1667863800
562,ChungCu,HCM,170,Vuong,2Tang,10,2004,2004,Gach,0,0,2157651560
563,NhaPho,HN,176,ChuNhat,3Tang,8,2013,2021,Gach,0,0,2554693856
564,NhaPho,HN,58,ChuNhat,CanHo,9,2012,2012,Gach,0,0,865008984
565,ChungCu,HN,70,Vuong,2Tang,6,2010,2010,ToiGach,0,0,982671480
566,NhaLienKe,HN,103,ChuL,2Tang,7,1993,2018,BeTong,0,0,1434464932
567,ChungCu,HCM,51,Vuong,CanHo,6,2018,2022,ToiGach,0,0,754148118
568,CanHo,HCM,93,ChuL,CanHo,8,2012,2016,BeTong,0,0,1123581453
569,ChungCu,CT,92,ChuL,CanHo,10,2017,2023,Toi,0,0,1186268608
570,ChungCu,HN,81,Vuong,3Tang,5,2008,2008,Toi,0,0,1186268247
571,CanHo,HCM,88,TamGiac,3Tang,10,2014,2014,Toi,0,0,1092011008
572,ChungCu,HCM,196,TamGiac,3Tang,5,1995,2020,BeTong,0,0,2910473384
573,ChungCu,HCM,126,Vuong,1Tang,5,2001,2019,Toi,0,0,1527749118
574,NhaLienKe,HP,187,ChuL,1Tang,6,2022,2023,Gach,0,0,2628720149
575,CanHo,HCM,68,Vuong,3Tang,6,2006,2006,BeTong,0,0,878244344
576,NhaPho,CT,162,Vuong,3Tang,7,2002,2017,ToiGach,0,0,2278736226
577,CanHo,HP,189,TamGiac,CanHo,9,1995,2014,ToiGach,0,0,2384496576
578,NhaLienKe,CT,106,Vuong,3Tang,7,1994,2017,BeTong,0,0,1491381734
579,CanHo,CT,181,ChuL,CanHo,7,2018,2018,Toi,0,0,2706387296
580,ChungCu,HCM,86,Vuong,CanHo,7,2009,2021,Toi,0,0,1087289916
581,CanHo,HP,112,ChuL,1Tang,5,2009,2010,BeTong,0,0,1663951632
582,ChungCu,HN,170,TamGiac,3Tang,9,2016,2016,BeTong,0,0,2191752030
583,ChungCu,HP,147,ChuL,CanHo,6,1996,2013,Toi,0,0,2158201374
584,NhaPho,HCM,157,Vuong,2Tang,9,2013,2015,ToiGach,0,0,1890635448
585,CanHo,HCM,75,Vuong,CanHo,7,2019,2022,Gach,0,0,967348725
586,NhaPho,CT,68,ChuL,3Tang,10,2001,2001,BeTong,0,0,912985476
587,NhaLienKe,DN,77,ChuL,1Tang,7,2001,2001,Gach,0,0,1019863768
588,NhaPho,CT,174,TamGiac,1Tang,9,2022,2022,Toi,0,0,2250993108
589,NhaLienKe,HN,72,TamGiac,3Tang,8,1999,2023,ToiGach,0,0,1050975504
590,ChungCu,CT,161,Vuong,CanHo,8,2006,2006,ToiGach,0,0,2071964545
591,NhaPho,HP,141,Vuong,CanHo,10,2014,2014,Toi,0,0,1798764636
592,ChungCu,DN,81,TamGiac,2Tang,8,2001,2001,ToiGach,0,0,981155592
593,ChungCu,CT,78,ChuL,2Tang,5,2005,2005,ToiGach,0,0,1077354720
594,NhaPho,DN,156,TamGiac,1Tang,5,2002,2011,BeTong,0,0,2056920372
595,ChungCu,DN,171,TamGiac,1Tang,9,2007,2011,Toi,0,0,2245894335
596,CanHo,HN,134,ChuL,3Tang,5,2003,2011,ToiGach,0,0,1935470138
597,ChungCu,HCM,87,Vuong,3Tang,10,2007,2019,Gach,0,0,1167367479
598,NhaLienKe,CT,116,ChuL,3Tang,5,1998,2006,Gach,0,0,1718547772
599,NhaLienKe,HP,70,ChuNhat,2Tang,6,2001,2001,BeTong,0,0,986949950
600,NhaLienKe,HN,110,ChuNhat,3Tang,9,2001,2011,Gach,0,0,1514390130
601,CanHo,DN,60,Vuong,2Tang,6,2000,2000,Toi,0,0,775066320
602,CanHo,DN,66,Vuong,CanHo,10,1995,1995,BeTong,0,0,859919676
603,CanHo,HN,64,ChuL,3Tang,6,1998,2023,BeTong,0,0,855952256
604,NhaPho,CT,69,Vuong,1Tang,8,1996,2021,Toi,0,0,985124109
605,CanHo,HCM,85,ChuNhat,3Tang,9,1999,1999,ToiGach,0,0,1103638810
